date,title,event_or_location,type,description,source_url
1997-03-14,The Nature of Physical Reality,,live session,"Early-era Bashar channeling session (audio recording) titled 'The Nature of Physical Reality', dated 1997-03-14. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-the-nature-of-physical-reality-1997-03-14
1997-03-15,Ides Of March,,live session,"Early-era Bashar channeling session (audio recording) titled 'Ides Of March', dated 1997-03-15. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1997-03-15-ides-of-march
1997-03-16,The Art of Channeling,,live session,"Early-era Bashar channeling session (audio recording) titled 'The Art of Channeling', dated 1997-03-16. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-the-art-of-channeling-1997-03-16_202407
1997-03-17,Torah: Arrival of Hale-Bopp Comet,,live session,"Early-era Bashar channeling session (audio recording) titled 'Torah: Arrival of Hale-Bopp Comet', dated 1997-03-17. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-torah-arrival-of-hale-bopp-comet-1997-03-17
1997-03-21,You Are an Eternal Being,,live session,"Early-era Bashar channeling session (audio recording) titled 'You Are an Eternal Being', dated 1997-03-21. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-you-are-an-eternal-being-1997-03-21
1997-04-04,The Wedge,,live session,"Early-era Bashar channeling session (audio recording) titled 'The Wedge', dated 1997-04-04. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-the-wedge-1997-04-04
1997-04-11,Parallel Realities,,live session,"Early-era Bashar channeling session (audio recording) titled 'Parallel Realities', dated 1997-04-11. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-parallel-realities-1997-04-11
1997-04-18,Being Your Natural Self,,live session,"Early-era Bashar channeling session (audio recording) titled 'Being Your Natural Self', dated 1997-04-18. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-being-your-natural-self-1997-04-18
1997-04-19,Four Laws Of Creation,,live session,"Early-era Bashar channeling session (audio recording) titled 'Four Laws Of Creation', dated 1997-04-19. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1997-04-19-four-laws-of-creation-1997
1997-05-02,Easing The Pain Of Death And Loss,,live session,"Early-era Bashar channeling session (audio recording) titled 'Easing The Pain Of Death And Loss', dated 1997-05-02. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1997-05-02-easing-the-pain-of-death-and-loss
1997-05-09,Tapestry Of Life,,live session,"Early-era Bashar channeling session (audio recording) titled 'Tapestry Of Life', dated 1997-05-09. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1997-05-09-tapestry-of-life
1997-05-16,Change Of Pace,,live session,"Early-era Bashar channeling session (audio recording) titled 'Change Of Pace', dated 1997-05-16. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1997-05-16-change-of-pace
1997-05-17,Engine Of Ascension,,live session,"Early-era Bashar channeling session (audio recording) titled 'Engine Of Ascension', dated 1997-05-17. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1997-05-17-engine-of-ascension
1997-05-23,Metaphysical Misconceptions,,live session,"Early-era Bashar channeling session (audio recording) titled 'Metaphysical Misconceptions', dated 1997-05-23. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-metaphysical-misconceptions-1997-05-23
1997-06-13,Breaking The Seals,,live session,"Early-era Bashar channeling session (audio recording) titled 'Breaking The Seals', dated 1997-06-13. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1997-06-13-breaking-the-seals
1997-06-20,Patterns,,live session,"Early-era Bashar channeling session (audio recording) titled 'Patterns', dated 1997-06-20. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1997-06-20-patterns
1997-06-21,Negotiation Resolution,,live session,"Early-era Bashar channeling session (audio recording) titled 'Negotiation Resolution', dated 1997-06-21. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-negotiation-resolution-1997-06-21
1997-07-06,Etheric Fauna and the Dragon,,live session,"Early-era Bashar channeling session (audio recording) titled 'Etheric Fauna and the Dragon', dated 1997-07-06. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-etheric-fauna-and-the-dragon-1997-07-06
1997-07-11,The Day of Reflection,,live session,"Early-era Bashar channeling session (audio recording) titled 'The Day of Reflection', dated 1997-07-11. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-the-day-of-reflection-1997-07-11
1997-07-13,The Tesseract Workshop,,workshop,"Early-era Bashar channeling session (audio recording) titled 'The Tesseract Workshop', dated 1997-07-13. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-the-tesseract-workshop-1997-07-13
1997-07-18,Baggage Claim,,live session,"Early-era Bashar channeling session (audio recording) titled 'Baggage Claim', dated 1997-07-18. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1997-07-18-baggage-claim
1997-07-25,Multidimensional Crystal,,live session,"Early-era Bashar channeling session (audio recording) titled 'Multidimensional Crystal', dated 1997-07-25. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1997-07-25-multidimensional-crystal
